id,semestre,curso,periodo,ch_ob,ch_op,capacidade,codigo,disciplina,turma,setor,alocacao,codigo_horario,origem,linha_planilha
2025-2-TCC00332-A1,2025-2,83,SI-P1,4.0,,41,TCC00332,FUNDAMENTOS DE SISTEMAS DE INFORMAÇÃO,A1,GER.SIST.TI,Mariza,3_5_18_20,IC,25
2025-2-TCC00332-B1,2025-2,83,SI-P1,4.0,,40,TCC00332,FUNDAMENTOS DE SISTEMAS DE INFORMAÇÃO,B1,GER.SIST.TI,Leo Cruz,3_5_20_22,IC,26
2025-2-TCC00354-A1,2025-2,83,SI-P1,4.0,,40,TCC00354,FUNDAMENTOS MATEMÁTICOS PARA COMPUTAÇÃO,A1,ALG.CPX.,Martinhon,3_5_18_20,IC,27
2025-2-TCC00354-B1,2025-2,83,SI-P1,4.0,,40,TCC00354,FUNDAMENTOS MATEMÁTICOS PARA COMPUTAÇÃO,B1,ALG.CPX.,Martinhon,3_5_20_22,IC,28
2025-2-TCC00363-A1,2025-2,83,SI-P7,4.0,,46,TCC00363,GERÊNCIA DE PROJETOS E MANUT DE SOFTWARE,A1,ENG.SOFT.,Troy,3_5_18_20,IC,29
2025-2-TCC00324-A1,2025-2,83,SI-P8,4.0,,40,TCC00324,GOVERNANÇA EM TECNOLOGIA DA INFORMAÇÃO,A1,GER.SIST.TI,Marcelo Fornazin,6_18_22,IC,30
2025-2-TCC00297-A1,2025-2,31,CC-P7,4.0,,50,TCC00297,INTELIGÊNCIA ARTIFICIAL,A1,IA,Mariza,3_5_11_13,IC,31
2025-2-TCC00298-A1,2025-2,31,CC-P7,4.0,,50,TCC00298,INTERFACE HOMEM MAQUINA,A1,IHC,Luciana,2_4_11_13,IC,32
2025-2-TCC00337-A1,2025-2,83,SI-P5,4.0,,51,TCC00337,INTRODUÇÃO A INTERAÇÃO HUMANO-COMPUTADOR,A1,IHC,Daniela,5_18_22,IC,33
2025-2-TCC00361-A1,2025-2,83,SI-P6,4.0,,41,TCC00361,INTRODUÇÃO AO DESENVOLVIMENTO WEB,A1,ENG.SOFT.,Heleno,6_18_22,IC,34
2025-2-TCC00300-A-A/B-A,2025-2,31,CC-P4,4.0,,40,TCC00300,LABORATÓRIO DE DISPOSITIVOS MÓVEIS,A-A/B-A,ARQ.SO.,Leandro Santiago,3_14_18,IC,35
2025-2-TCC00301-A-A/B-A,2025-2,31,CC-P2,4.0,,40,TCC00301,LABORATÓRIO DE PROGRAMAÇÃO DE JOGOS,A-A/B-A,COMP.VIS.JOGOS,Esteban,3_5_11_13,IC,36
2025-2-TCC00344-A1,2025-2,31,CC-P7,4.0,,55,TCC00344,LABORATÓRIO DE PROGRAMAÇÃO PARALELA,A1,ARQ.SO.,Lucia,2_4_09_11,IC,37
2025-2-TCC00346-A-A/C-A,2025-2,31,CC-P1-A,4.0,,27,TCC00346,LABORATÓRIO DE RESOLUÇÃO DE PROBLEMAS,A-A/C-A,ESTR.PROG.,Kowada,3_5_16_18,IC,38
2025-2-TCC00346-B-A/D-A,2025-2,31,CC-P1-B,4.0,,27,TCC00346,LABORATÓRIO DE RESOLUÇÃO DE PROBLEMAS,B-A/D-A,ESTR.PROG.,Mauricio,3_5_16_18,IC,39
2025-2-TCC00355-E-A,2025-2,83,SI-P1,4.0,,45,TCC00355,LABORATÓRIO DE RESOLUÇÃO DE PROBLEMAS,E-A,ESTR.PROG.,Leandro Fernandes,2_4_20_22,IC,40
2025-2-TCC00355-F-A,2025-2,83,SI-P1,4.0,,45,TCC00355,LABORATÓRIO DE RESOLUÇÃO DE PROBLEMAS,F-A,ESTR.PROG.,Leo Cruz,2_4_20_22,IC,41
2025-2-TCC00304-A1,2025-2,31,CC-P4,4.0,,50,TCC00304,LINGUAGENS DE PROGRAMAÇÃO,A1,LING.TEOR.,Bruno,2_4_11_13,IC,42
2025-2-TCC00305-A1,2025-2,31,CC-P6,4.0,,50,TCC00305,LINGUAGENS FORMAIS E TEORIA DA COMPUTAÇÃO,A1,LING.TEOR.,Mario,2_4_09_11,IC,43
2025-2-TCC00306-A1,2025-2,31,CC-P4,4.0,,70,TCC00306,METODOS NUMERICOS,A1,COMP.NUM.,Pedro,3_5_09_11,IC,44
2025-2-TCC00330-A1,2025-2,83,SI-P7,4.0,,46,TCC00330,MODELAGEM DE PROCESSO DE NEGÓCIOS,A1,GER.SIST.TI,Rodrigo,2_18_22,IC,45
2025-2-TCC00318-A1,2025-2,31,CC-P7,4.0,,50,TCC00318,PESQUISA OPERACIONAL,A1,ALG.CPX.,Yuri,6_09_13,IC,46
2025-2-TCC00334-A1,2025-2,83,SI-P4,4.0,,51,TCC00334,PRINCIPIO DE BANCO DE DADOS,A1,B.D.,Daniel,4_6_18_20,IC,47
2025-2-TCC00307-A1,2025-2,31,CC-P6,4.0,,50,TCC00307,PROGRAMAÇÃO CIENTÍFICA,A1,COMP.NUM.,Andre Brabo,3_5_07_09,IC,48
2025-2-TCC00366-A1,2025-2,83,SI-P1,4.0,,45,TCC00366,PROGRAMAÇÃO DE COMPUTADORES I,A1,ESTR.PROG.,Leandro Fernandes,2_4_18_20,IC,49
2025-2-TCC00366-B1,2025-2,83,SI-P1,4.0,,45,TCC00366,PROGRAMAÇÃO DE COMPUTADORES I,B1,ESTR.PROG.,Leo Cruz,2_4_18_20,IC,50
2025-2-TCC00308-A1,2025-2,31,CC-P1-A,4.0,,40,TCC00308,PROGRAMAÇÃO DE COMPUTADORES I,A1,ESTR.PROG.,Anselmo,2_4_16_18,IC,51
2025-2-TCC00308-B1,2025-2,31,CC-P1-B,4.0,,40,TCC00308,PROGRAMAÇÃO DE COMPUTADORES I,B1,ESTR.PROG.,Igor Machado,2_4_16_18,IC,52
2025-2-TCC00356-A1,2025-2,83,SI-P2,4.0,,45,TCC00356,PROGRAMAÇÃO DE COMPUTADORES II,A1,ESTR.PROG.,Patrick,2_4_18_20,IC,53
2025-2-TCC00356-B1,2025-2,83,SI-P2,4.0,,46,TCC00356,PROGRAMAÇÃO DE COMPUTADORES II,B1,ESTR.PROG.,Patrick,2_4_20_22,IC,54
2025-2-TCC00347-A1,2025-2,31,CC-P2-A,4.0,,45,TCC00347,PROGRAMAÇÃO ESTRUTURADA,A1,ESTR.PROG.,Rosseti,3_5_09_11,IC,55
2025-2-TCC00347-B1,2025-2,31,CC-P2-B,4.0,,45,TCC00347,PROGRAMAÇÃO ESTRUTURADA,B1,ESTR.PROG.,Aline Paes,3_5_09_11,IC,56
2025-2-TCC00347-X1,2025-2,31,CC-P2-B,4.0,,45,TCC00347,PROGRAMAÇÃO ESTRUTURADA,X1,ESTR.PROG.,Aline Nascimento,3_5_16_18,IC,57
2025-2-TCC00328-A1,2025-2,31,CC-P3-A,4.0,,50,TCC00328,PROGRAMAÇÃO ORIENTADA A OBJETOS,A1,ENG.SOFT.,Anselmo,2_4_11_13,IC,58
2025-2-TCC00328-B1,2025-2,31,CC-P3-B,4.0,,50,TCC00328,PROGRAMAÇÃO ORIENTADA A OBJETOS,B1,ENG.SOFT.,Rebeca,2_4_16_18,IC,59
2025-2-TCC00328-X1,2025-2,31,CC-P3-B,4.0,,,TCC00328,PROGRAMAÇÃO ORIENTADA A OBJETOS,X1,ENG.SOFT.,Flavia Bernardini,2_4_11_13,IC,60
2025-2-TCC00357-A1,2025-2,83,SI-P4,4.0,,61,TCC00357,PROGRAMAÇÃO ORIENTADA A OBJETOS I,A1,ENG.SOFT.,Heleno,2_18_22,IC,61
2025-2-TCC00335-A1,2025-2,83,SI-P5,4.0,,52,TCC00335,PROJETO DE BANCO DE DADOS,A1,B.D.,Marcos Bedo,2_4_20_22,IC,62
2025-2-TCC00312-A1,2025-2,31,CC-P5,4.0,,50,TCC00312,PROJETO DE SOFTWARE,A1,ENG.SOFT.,Troy,2_4_07_09,IC,63
2025-2-TCC00338-A1,2025-2,83,SI-P6,4.0,,46,TCC00338,PROJETO DE SOFTWARE,A1,ENG.SOFT.,Joao Pimentel,3_5_20_22,IC,64
2025-2-TCC00311-B1,2025-2,31,,0.0,,,TCC00311,PROJETO FINAL II,B1,PROJ.FINAL.II,Troy,,IC,65
2025-2-TCC00365-A1,2025-2,83,SI-P8,4.0,,50,TCC00365,QUALIDADE E TESTE DE SOFTWARE,A1,ENG.SOFT.,Vania,2_4_18_20,IC,66
2025-2-TCC00359-A1,2025-2,83,SI-P4,4.0,,46,TCC00359,REDES DE COMPUTADORES,A1,REDES,Flavio Seixas,4_6_20_22,IC,67
2025-2-TCC00313-A1,2025-2,31,CC-P5,4.0,,50,TCC00313,REDES DE COMPUTADORES I,A1,REDES,Celio,3_5_09_11,IC,68
2025-2-TCC00314-A1,2025-2,31,CC-P6,4.0,,50,TCC00314,REDES DE COMPUTADORES II,A1,REDES,Igor Moraes,3_5_11_13,IC,69
2025-2-TCC00341-A1,2025-2,83,SI-P7,4.0,,51,TCC00341,SEGURANÇA DA INFORMAÇÃO,A1,REDES,Raphael Machado,4_18_22,IC,70
2025-2-TCC00358-A1,2025-2,83,SI-P3,4.0,,40,TCC00358,SISTEMAS COMPUTACIONAIS,A1,ARQ.SO.,Aline Nascimento,5_18_22,IC,71
2025-2-TCC00358-B1,2025-2,83,SI-P3,4.0,,40,TCC00358,SISTEMAS COMPUTACIONAIS,B1,ARQ.SO.,Raphael Guerra,5_18_22,IC,72
2025-2-TCC00315-A1,2025-2,31,CC-P7,4.0,,50,TCC00315,SISTEMAS DISTRIBUÍDOS,A1,ARQ.SO.,Flavia Delicato,3_5_09_11,IC,73
2025-2-TCC00362-A1,2025-2,83,SI-P5,4.0,,45,TCC00362,SISTEMAS DISTRIBUÍDOS PARA SISTEMAS DE INFORMAÇÃO,A1,ARQ.SO.,Flavia Delicato,3_18_22,IC,74
2025-2-TCC00316-A1,2025-2,31,CC-P4,4.0,,50,TCC00316,SISTEMAS OPERACIONAIS,A1,ARQ.SO.,Cristina Boeres,3_5_11_13,IC,75
2025-2-TCC00360-A1,2025-2,83,SI-P6,4.0,,45,TCC00360,VISUALIZAÇÃO DE DADOS,A1,COMP.VIS.JOGOS,Marcos Lage,2_4_18_20,IC,76
2025-2-TCC00241-A1,2025-2,83,SI-P6,4.0,,33,TCC00241,Ementa Variável I -  TÓPICOS EM COMPUTAÇÃO X - Tópicos em Computação X,A1,,Andre Renato,3_5_18_20,IC,77
2025-2-TCC00230-A1,2025-2,83,SI-P7,4.0,,33,TCC00230,Ementa Variável II -  TÓPICOS ESPECIAIS EM SEGURANÇA DA INFORMAÇÃO,A1,,Raphael Machado,6_18_22,IC,78
2025-2-TIC10001-,2025-2,999,,4.0,,,TIC10001,Pós: Análise e Síntese de Algoritmos,,PGC-OB-BAS,Fabio,,externa,80
2025-2-TIC10002-,2025-2,999,,4.0,,,TIC10002,Pós: Estrutura de Dados e Algoritmos,,PGC-OB-BAS,Luiz Andre,,externa,81
2025-2-TIC10003-,2025-2,999,,4.0,,,TIC10003,Pós: Sistemas de Computação,,PGC-OB-BAS,Leandro Santiago,,externa,82
2025-2-TIC10005-,2025-2,999,,4.0,,,TIC10005,Pós: Tratamento de Incertezas,,PGC-OB-BAS,Guto,,externa,83
2025-2-TCC00319-A1,2025-2,41,,4.0,,,TCC00319,ESTRUTURAS DE DADOS,A1,ESTR.PROG.,Andre Renato,6_14_18,IC,87
2025-2-TCC00319-B1,2025-2,38,,4.0,,,TCC00319,ESTRUTURAS DE DADOS,B1,ESTR.PROG.,Martinhon,3_5_16_18,IC,88
2025-2-TCC00320-A1,2025-2,42,,4.0,,,TCC00320,INTRODUÇÃO A PROJETO DE BANCO DE DADOS,A1,B.D.,Rodrigo,3_5_14_16,IC,89
2025-2-TCC00320-B1,2025-2,54,,4.0,,,TCC00320,INTRODUÇÃO A PROJETO DE BANCO DE DADOS,B1,B.D.,Vanessa,3_5_14_16,IC,90
2025-2-TCC00328-C1,2025-2,41,,4.0,,25,TCC00328,PROGRAMAÇÃO ORIENTADA A OBJETOS,C1,ENG.SOFT.,Carlos Ribeiro,2_4_11_13,IC,91
2025-2-TCC00325-A1,2025-2,99,,4.0,,,TCC00325,MÉTODOS NUMÉRICOS,A1,COMP.NUM.,Luiz Bez,2_4_09_11,IC,93
2025-2-TCC00325-B1,2025-2,99,,4.0,,,TCC00325,MÉTODOS NUMÉRICOS,B1,COMP.NUM.,Ricardo,2_4_11_13,IC,94
2025-2-TCC00325-C1,2025-2,99,,4.0,,,TCC00325,MÉTODOS NUMÉRICOS,C1,COMP.NUM.,Ana Carolina,2_4_16_18,IC,95
2025-2-TCC00325-D1,2025-2,99,,4.0,,,TCC00325,MÉTODOS NUMÉRICOS,D1,COMP.NUM.,Ana Carolina,2_4_18_20,IC,96
2025-2-TCC00325-E1,2025-2,99,,4.0,,,TCC00325,MÉTODOS NUMÉRICOS,E1,COMP.NUM.,Helena,3_5_11_13,IC,97
2025-2-TCC00325-F1,2025-2,99,,4.0,,,TCC00325,MÉTODOS NUMÉRICOS,F1,COMP.NUM.,Helena,3_5_14_16,IC,98
2025-2-TCC00325-G1,2025-2,99,,4.0,,,TCC00325,MÉTODOS NUMÉRICOS,G1,COMP.NUM.,Aura,3_5_16_18,IC,99
2025-2-TCC00326-E1,2025-2,99,,4.0,,,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,E1,PROG.BAS.,Jose Raphael,2_4_16_18,IC,100
2025-2-TCC00326-E2,2025-2,99,,4.0,,,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,E2,PROG.BAS.,Andre Silveira,2_4_16_18,IC,101
2025-2-TCC00326-X1,2025-2,99,,4.0,,,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,X1,PROG.BAS.,Luis Felipe,2_4_16_18,IC,102
2025-2-TCC00326-F1,2025-2,99,,4.0,,,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,F1,PROG.BAS.,Andre Silveira,2_4_18_20,IC,103
2025-2-TCC00326-I1,2025-2,99,,4.0,,,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,I1,PROG.BAS.,John,3_5_09_11,IC,104
2025-2-TCC00326-I2,2025-2,99,0,4.0,,,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,I2,PROG.BAS.,Lauro,3_5_09_11,IC,105
2025-2-TCC00326-X2,2025-2,99,0,4.0,,,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,X2,PROG.BAS.,Vanessa,3_5_09_11,IC,106
2025-2-TCC00326-J1,2025-2,99,,4.0,,,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,J1,PROG.BAS.,John,3_5_11_13,IC,107
2025-2-TCC00326-J2,2025-2,99,,4.0,,,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,J2,PROG.BAS.,Christiano,3_5_11_13,IC,108
2025-2-TCC00326-J3,2025-2,99,,4.0,,,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,J3,PROG.BAS.,Kowada,3_5_11_13,IC,109
2025-2-TCC00326-J4,2025-2,99,,4.0,,,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,J4,PROG.BAS.,Mauricio,3_5_11_13,IC,110
2025-2-TCC00326-K1,2025-2,99,,4.0,,,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,K1,PROG.BAS.,Lauro,3_5_14_16,IC,111
2025-2-TCC00326-K2,2025-2,99,,4.0,,,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,K2,PROG.BAS.,Christiano,3_5_14_16,IC,112
2025-2-TCC00326-K3,2025-2,99,,4.0,,,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,K3,PROG.BAS.,Loana,3_5_14_16,IC,113
2025-2-TCC00326-K4,2025-2,99,,4.0,,,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,K4,PROG.BAS.,Viterbo,3_5_14_16,IC,114
2025-2-TCC00326-L1,2025-2,99,,4.0,,,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,L1,PROG.BAS.,Christiano,3_5_16_18,IC,115
2025-2-TCC00326-L2,2025-2,99,,4.0,,,TCC00326,PROGRAMAÇÃO DE COMPUTADORES,L2,PROG.BAS.,Viterbo,3_5_16_18,IC,116
2025-2-GCI00126-,2025-2,,SI-P5,,,,GCI00126,REPRESENTAÇÃO DA INFORMAÇÃO,,,ChristianoGCI,6_18_22,externa,144
2025-2-GCI00116-,2025-2,,SI-P4,,,,GCI00116,ÉTICA,,,ChristianoGCI,5_18_22,externa,145
